facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
CHIS,81000225,CHIS-P-WHXM-W01SSV-XXV11101,XXV Downhole Safety Valve (SSSV) Well 1,UM01,MEC,WCOM,U,OPS,SFC,03/30/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000226,CHIS-P-WHXM-W04SSV-XXV11401,XXV Downhole Safety Valve (SSSV) Well 4,UM01,MEC,WCOM,U,OPS,SFC,03/30/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000227,CHIS-P-WHXM-W02SSV-XXV11201,XXV Downhole Safety Valve (SSSV) Well 2,UM01,MEC,WCOM,U,OPS,SFC,03/30/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000228,CHIS-P-WHXM-W03SSV-XXV11301,XXV Downhole Safety Valve (SSSV) Well 3,UM01,MEC,WCOM,U,OPS,SFC,03/30/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000229,CHIS-H-SAEE-RAFINF,Liferaft - Q160 - S30 Liferaft yearly te,UM01,PDN,WCOM,U,OPS,SFC,04/17/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000230,CHIS-H-SAEE-RAFINF,Liferaft - Q160 - S30 Liferaft yearly te,UM01,PDN,WCOM,U,OPS,SFC,04/17/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81000234,CHIS-P-WHXM,WELLHEADS & FLOWLINES - C010 - Wall Thic,UM01,MEC,WCOM,U,GENCON,SFC,05/09/2012,CLSD NMAT PRC  SETC
CHIS,81001019,CHIS-P-WHXM,WELLHEAD CONTROL SYSTEM - V008 -,UM01,MEC,WCOM,U,GENCON,SFC,05/08/2012,CLSD NMAT PRC  SETC
CHIS,81001022,CHIS-U-CHME-INJSDV-XXV55004,XV ESDV Methanol Injectieline - V024 -,UM01,MEC,WCOM,U,GENCON,SFC,04/24/2012,CLSD NMAT PRC  SETC
CHIS,81001023,CHIS-P-PGME-EXPSDV-XXV30005,XXV ESDV Export Pipeline - V024 -,UM01,MEC,WCOM,U,GENCON,SFC,04/24/2012,CLSD NMAT PRC  SETC
CHIS,81001024,CHIS-U-HLCR-EL1,Pedestal Crane - V005 - Vendor Inspectio,UM01,MEC,WCOM,U,GENCON,SFC,05/08/2012,CLSD NMAT PRC  SETC
CHIS,81001025,CHIS-U-HLCR-EL1,Pedestal Crane - Q021 - TCVT,UM01,MEC,WCOM,U,GENCON,SFC,05/08/2012,CLSD NMAT PRC  SETC
CHIS,81001032,CHIS,ELECTRICAL SYSTEMS - E700 -,UM01,ELE,WCOM,U,GENCON,SFC,11/05/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81001172,CHIS-U-HL,LIFTING EQUIPMENT - Q003 - Inspection an,UM01,MEC,WCOM,U,OPS,SFC,05/30/2012,CLSD NMAT PRC  SETC
CHIS,81002163,CHIS-P-PGPS-MNFMA1-PT30003A,I400 PT Process Gas Prod Manifold,UM01,INS,WCOM,U,INST,SFC,01/02/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002164,CHIS-P-PGPS-MNFMA1-PT30003B,I400 PT Process Gas Prod Manifold,UM01,INS,WCOM,U,INST,SFC,01/02/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002165,CHIS-P-PGPS-MNFMA1-PT30003C,I400 PT Process Gas Prod Manifold,UM01,INS,WCOM,U,INST,SFC,01/02/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002167,CHIS-P-WHXM-W01SSV-XXV11101,CH001CH 12M XXV Sub SSV Well 1,UM01,MEC,WCOM,U,MECH,SFC,10/31/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002186,CHIS-P-WHXM-W02MET-TT10209,I400  TT Upstream Venturi Well 2,UM01,INS,WCOM,U,INST,SFC,01/04/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002187,CHIS-P-WHXM-W02SSV-XXV11201,CH001CH 12M XXV Sub SSV Well 2,UM01,MEC,WCOM,U,MECH,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002221,CHIS-P-WHXM-W03SSV-XXV11301,CH001CH 12M XXV Sub SSV Well 3,UM01,MEC,WCOM,U,MECH,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002222,CHIS-P-WHXM-W04SSV-XXV11401,CH001CH 12M XXV Sub SSV Well 4,UM01,MEC,WCOM,U,MECH,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002223,CHIS-U-CHCI-INJOFI-FT59001,I400 FT Flow Sales Gas Pipeline,UM01,INS,WCOM,U,INST,SFC,07/31/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002227,CHIS-U-CHCI-INJPMP-PT59001B,I400  PT CH-PM-5902B,UM01,INS,WCOM,U,INST,SFC,07/08/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002228,CHIS-U-CHCI-STOTLI-LT59002,I400 12M LT Cor.Inh.Stor.Tank Level Tx.,UM01,INS,WCOM,U,INST,SFC,09/08/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002229,CHIS-U-CHME-INJFLL-PT55002,i400  PT Meoh Inj Flow Line PT55002,UM01,INS,WCOM,U,INST,SFC,01/10/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002230,CHIS-U-CHME-INJFLL-PT55003,I400 PT Meoh Inj Flow Line PT55003,UM01,INS,WCOM,U,INST,SFC,01/10/2013,TECO CNF  NMAT PRC  SETC
CHIS,81002231,CHIS-U-EDLV-CABUPS-E7401,E910 12M 230 VAC UPS Distribution Board,UM01,ELE,WCOM,U,ELEC,SFC,01/04/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81002418,CHIS-U-HLCR-EL1HOI-L8101W1,Q004 - 36M  Replace Wire Ropes & Sockets,UM01,MEC,WCOM,U,MECH,SFC,11/14/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002433,CHIS-U-HLCR-EL1HOI-L8101WH1,Q003 36M Crane 4-T Ball (hook),UM01,MEC,WCOM,U,MECH,SFC,11/14/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002462,CHIS-S-MOHD-CON,Q013 36M Re-Certification of Helideck UK,UM01,MEC,WCOM,U,MECH,SFC,07/22/2012,CLSD NMAT PRC  SETC
CHIS,81002658,CHIS-U-FUGO-STOTLA-LT63001,I400  LT Diesel Storage Tank CHT-6301,UM01,INS,WCOM,U,INST,SFC,02/19/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81002745,CHIS-C-FGAC-SIGAUD,V007 12M Audio Signals,UM01,ELE,WCOM,U,ELEC,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002746,CHIS-C-FGAC-SIGVIS,V007 12M Visual Signals,UM01,ELE,WCOM,U,ELEC,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002747,CHIS-C-FGDT-ABH,V007 12M Hydrocarbon Detection,UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002748,CHIS-C-FGDT-ABH004,"V007 12M Gas Detectors, Zone 4",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002756,CHIS-C-FGDT-ABH005,"V007 12M Gas Detectors, Zone 5, LER",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002757,CHIS-C-FGDT-ABHPOR,V007 12M Portable Gas Detectors,UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002758,CHIS-C-FGDT-BFL002,"V007 12M Flame Detectors, Zone 2",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002759,CHIS-C-FGDT-BFL004,"V007 12M Flame Detectors, Zone 4",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002760,CHIS-C-FGDT-BHE004,"V007 12M Heat Detectors, Zone 4",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002761,CHIS-C-FGDT-BMAMPB,V007 12M Manual Push Button,UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002762,CHIS-C-FGDT-BSM004,"V007 12M Smoke Detectors, Zone 4",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002763,CHIS-C-FGDT-BSM005,"V007 B12M Smoke Detectors, Zone 5",UM01,INS,WCOM,U,INST,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002764,CHIS-H-FFFE-CO2,V007 12M CO2 Extinguishers,UM01,MEC,WCOM,U,MECH,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002765,CHIS-H-FFFE-FOA,V007 12M Foam Extinguishers,UM01,MEC,WCOM,U,MECH,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002766,CHIS-H-SARE-FRECAA,V007 12M Breathing Apparatus,UM01,PDN,WCOM,U,OPS,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81002767,CHIS-H-SARE-FRECAB,V007 12M Firemans Equipment Cabinet,UM01,PDN,WCOM,U,OPS,SFC,11/01/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003027,CHIS-U-HPWH-WCP,V008 12M Well Head Control Panel,UM01,INS,WCOM,U,INST,SFC,08/22/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003164,CHIS-P-PGPS-MNFMA1-AT30002B,I400 Corrosion Probe Tx Prod. M.,UM01,INS,WCOM,U,INST,SFC,02/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81003165,CHIS-P-WHXM-W01CAS-PT10104,I400 PT Well No1 Top Section,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003166,CHIS-P-WHXM-W01CAS-PT10105,I400  PT 9'' Casing Well No1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003167,CHIS-P-WHXM-W01CAS-PT10106,I400  PT 13'' Casing Well No1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003168,CHIS-P-WHXM-W01CAS-PT10107,I400 PT 20'' Casing Well No1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003169,CHIS-P-WHXM-W01MET-FT10108,I400  FT Venturi Well 1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81003170,CHIS-P-WHXM-W01MET-PT10108,I400  PT Venturi Well 1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003171,CHIS-P-WHXM-W01MET-TT10109,I400  TT Upstream Venturi Well 1,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003172,CHIS-P-WHXM-W02CAS-PT10204,I400  PT Well No2 Top Section,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003173,CHIS-P-WHXM-W02CAS-PT10205,I400  PT 9'' Casing Well No2,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003174,CHIS-P-WHXM-W02CAS-PT10206,I400  PT 13'' Casing Well No2,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003175,CHIS-P-WHXM-W02CAS-PT10207,I400  PT 20'' Casing Well No2,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003176,CHIS-P-WHXM-W02MET-FT10208,I400 FT Venturi Well 2,UM01,INS,WCOM,U,INST,SFC,02/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81003177,CHIS-P-WHXM-W02MET-PT10208,I400  PT Venturi Well 2,UM01,INS,WCOM,U,INST,SFC,02/26/2013,TECO CNF  NMAT PRC  SETC
CHIS,81003181,CHIS-U-CHCI-INJPMP-PT59001A,I400  PT CH-PM-5902A,UM01,INS,WCOM,U,INST,SFC,02/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81003182,CHIS-U-HLCR-EL1,Q021 12M TCVT Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,08/09/2012,CLSD NMAT PRC  SETC
CHIS,81003550,CHIS-P-WHXM,Wellheads / X-mas Tree,UM01,MEC,WCOM,U,MECH,SFC,11/02/2012,CLSD GMPS NMAT PRC  SETC
CHIS,81003551,CHIS-P-WHXM-W02,Well No2 X-mas Tree,UM01,MEC,WCOM,U,MECH,SFC,11/02/2012,CLSD NMAT PRC  SETC
CHIS,81003564,CHIS-P-WHXM-W03,Well No3 X-mas Tree,UM01,MEC,WCOM,U,MECH,SFC,11/02/2012,CLSD NMAT PRC  SETC
CHIS,81003609,CHIS-U-HP,Hydraulic Power Units,UM01,MEC,WCOM,U,MECH,SFC,08/12/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003684,CHIS-F-HV,I350 6M HVAC Systems,UM01,MEC,WCOM,U,MECH,SFC,09/30/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003686,CHIS-H-SAEE-BOAWLB,V004 12M Life boat Maintenance,UM01,PDN,WCOM,U,OPS,SFC,10/31/2012,CLSD GMPS NMAT PRC  SETC
CHIS,81003689,CHIS-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,12/14/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003690,CHIS-H-SARE-PER,Personnel Safety Equipment,UM01,PDN,WCOM,U,OPS,SFC,11/07/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003806,CHIS-P-WHXM-W04CAS-PT10405,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003817,CHIS-P-WHXM-W03CAS-PT10304,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003818,CHIS-P-WHXM-W03CAS-PT10305,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003819,CHIS-P-WHXM-W03CAS-PT10306,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003820,CHIS-P-WHXM-W03CAS-PT10307,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,CLSD CNF  NMAT PRC  SETC
CHIS,81003836,CHIS-P-WHXM-W03MET-FT10308,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003837,CHIS-P-WHXM-W03MET-PT10308,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/08/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003838,CHIS-P-WHXM-W04CAS-PT10404,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003839,CHIS-P-WHXM-W04CAS-PT10406,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003840,CHIS-P-WHXM-W04CAS-PT10407,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003841,CHIS-P-WHXM-W04MET-FT10408,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003842,CHIS-P-WHXM-W04MET-PT10408,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003843,CHIS-P-WHXM-W05CAS-PT10504,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/09/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003844,CHIS-P-WHXM-W05CAS-PT10505,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003845,CHIS-P-WHXM-W05CAS-PT10506,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003846,CHIS-P-WHXM-W05CAS-PT10507,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003857,CHIS-P-WHXM-W05MET-FT10508,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003858,CHIS-P-WHXM-W05MET-PT10508,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003871,CHIS-U-CHME-INJOFC-FT55001,I400 12M Transmitter,UM01,INS,WCOM,U,INST,SFC,11/10/2012,TECO CNF  NMAT PRC  SETC
CHIS,81003874,CHIS-U-EGBU-UPSRCF,"V350 12M UPS, Rectifiers",UM01,ELE,WCOM,U,ELEC,SFC,10/20/2012,CLSD NMAT PRC  SETC
CHIS,81004202,CHIS-P-PGME-EXPSDV-XXV30005,V024 12M XXV ESDV Gas Export Pipeline,UM01,MEC,WCOM,U,MECH,SFC,04/08/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004465,CHIS-P-WHXM-W05SSV-XXV11501,CH001 12M SSSV Well 5,UM01,MEC,WCOM,U,MECH,SFC,04/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004527,CHIS-U-HLCR,V005 12M Pedestal Cranes,UM01,MEC,WCOM,U,MECH,SFC,05/03/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004563,CHIS-U-HLCR-EL1HOI-L8101W1,Q004 - 36M  Replace Wire Ropes & Sockets,UM01,MEC,WCOM MERR,U,MECH,SFC,02/27/2013,TECO GMPS PRC  SETC
CHIS,81004593,CHIS-U-CHME-INJSDV-XXV55004,V024 12M XXV ESDV Meoh Injection Line,UM01,MEC,WCOM,U,MECH,SFC,05/07/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004654,CHIS-C-NAAD,V301 12M Navigation Aids,UM01,ELE,WCOM,U,ELEC,SFC,05/14/2013,CLSD NMAT PRC  SETC
CHIS,81004655,CHIS-F-HV,I350 6M HVAC Systems,UM01,MEC,WCOM,U,MECH,SFC,03/29/2013,TECO CNF  NMAT PRC  SETC
CHIS,81004661,CHIS-P-PGPS-DESVE1-PP1004A,C010 6M Wall Thickness Inspection,UM01,MEC,WCOM,U,MECH,SFC,11/04/2012,CLSD NMAT PRC  SETC
CHIS,81004663,CHIS-P-WH,C010 6M Wall Thickness Inspection,UM01,MEC,WCOM,U,MECH,SFC,11/05/2012,CLSD NMAT PRC  SETC
CHIS,81004707,CHIS-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,03/14/2013,CLSD NMAT PRC  SETC
CHIS,81004886,CHIS-P-WHXM-W05SSV-XXV11501,CH001 6M XXV Sub SSV Well 5,UM01,PDN,WCOM,U,OPS,SFC,11/02/2012,CLSD NMAT PRC  SETC
CHIS,81004888,CHIS-P-WHXM-W01SSV-XXV11101,CH001 6M XXV Sub SSV Well 1,UM01,PDN,WCOM,U,OPS,SFC,04/15/2013,CLSD PCNF NMAT PRC  SETC
CHIS,81004889,CHIS-P-WHXM-W03SSV-XXV11301,CH001 6M XXV Sub SSV Well 3,UM01,PDN,WCOM,U,OPS,SFC,04/16/2013,CLSD PCNF NMAT PRC  SETC
CHIS,81004890,CHIS-P-WHXM-W04SSV-XXV11401,CH001 6M XXV Sub SSV Well 4,UM01,PDN,WCOM,U,OPS,SFC,04/16/2013,CLSD PCNF NMAT PRC  SETC
CHIS,81004891,CHIS-P-WHXM-W05SSV-XXV11501,CH001 6M XXV Sub SSV Well 5,UM01,PDN,WCOM,U,OPS,SFC,05/01/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004907,CHIS-H-SARE-MOBLBO-80LB0001,"Q016 12M Life Buoy c/w Light, South East",UM01,PDN,WCOM,U,OPS,SFC,06/11/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004972,CHIS-P-PGPS-MNFMA1-TT30001,I400 TT Proscess Gas Prod. Manifold,UM01,INS,WCOM,U,INST,SFC,06/14/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81004973,CHIS-P-WHXM-W02SSV-XXV11201,CH001 6M XXV Sub SSV Well 2,UM01,PDN,WCOM,U,OPS,SFC,04/16/2013,CLSD PCNF NMAT PRC  SETC
CHIS,81005051,CHIS-P-PGPS-DESVE1-PP1004A,C010 6M Wall Thickness Inspection,UM01,MEC,WCOM,U,MECH,SFC,05/03/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81005052,CHIS-P-WH,C010 6M Wall Thickness Inspection,UM01,MEC,WCOM,U,MECH,SFC,05/04/2013,CLSD NMAT PRC  SETC
CHIS,81005222,CHIS-U-CHCI-INJPMP-PT59001B,I400  PT CH-PM-5902B,UM01,INS,WCOM,U,INST,SFC,07/03/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81005753,CHIS-U-CHCI-INJOFI-FT59001,I400 FT Flow Sales Gas Pipeline,UM01,INS,WCOM,U,INST,SFC,07/26/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006028,CHIS-U-HLCR-EL1,Q021 12M TCVT Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,08/04/2013,CLSD GMPS NMAT PRC  SETC
CHIS,81006126,CHIS-P-PGME-EXPSDV-XXV30005,V024 12M CH Leaktest Export pipeline,UM01,PDN,WCOM,U,OPS,SFC,04/24/2013,CLSD NMAT PRC  SETC
CHIS,81006127,CHIS-U-CHME-INJSDV-XXV55004,V024 12M CH Leaktest Methanol Inj line,UM01,PDN,WCOM,U,OPS,SFC,04/24/2013,CLSD NMAT PRC  SETC
CHIS,81006145,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,01/14/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006146,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,02/13/2013,TECO CNF  NMAT PRC  SETC
CHIS,81006147,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,03/15/2013,TECO CNF  NMAT PRC  SETC
CHIS,81006148,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,04/14/2013,CLSD NMAT PRC  SETC
CHIS,81006149,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,05/14/2013,CLSD NMAT PRC  SETC
CHIS,81006155,CHIS-S-MOHD,O120CH 6M Helideck Emergency Drill,UM01,MEC,WCOM,U,MECH,SFC,02/18/2013,TECO CNF  NMAT PRC  SETC
CHIS,81006424,CHIS-U-EDLV-TRAADC-EI7401,240VACDC Inverter / Bypass,UM01,ELE,WCOM,U,ELEC,SFC,11/17/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006441,CHIS-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,06/12/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006632,CHIS-F-HVAC-CLO000,I351 1M HVAC Checks,UM01,MEC,WCOM,U,MECH,SFC,06/13/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006687,CHIS-U-CHCI-STOTLI-LT59002,I400 12M LT Cor.Inh.Stor.Tank Level Tx.,UM01,INS,WCOM,U,INST,SFC,09/03/2013,CLSD CNF  NMAT PRC  SETC
CHIS,81006799,CHIS-S-MOHD,O120CH 6M Helideck Emergency Drill,UM01,MEC,WCOM,U,MECH,SFC,08/17/2013,CLSD CNF  NMAT PRC  SETC
